eBird English Name 2023,eBird English Name 2022,eBird Scientific Name 2022,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,Order,Family,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,One Percent Population Threshold
Black-headed Shrike-Babbler,Black-headed Shrike-Babbler,Pteruthius rufiventer,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Eastern Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
White-browed Shrike-Babbler,White-browed Shrike-Babbler,Pteruthius aeralatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Green Shrike-Babbler,Green Shrike-Babbler,Pteruthius xanthochlorus,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-eared Shrike-Babbler,Black-eared Shrike-Babbler,Pteruthius melanotis,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Clicking Shrike-Babbler,Clicking Shrike-Babbler,Pteruthius intermedius,,,,,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Uncertain,FALSE,Not Recognised,Schedule-II,,Appendix II,
White-bellied Erpornis,White-bellied Erpornis,Erpornis zantholeuca,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Mangrove Whistler,Mangrove Whistler,Pachycephala cinerea,,,,,Passeriformes,Pachycephalidae (Whistlers and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Eurasian Golden Oriole,Eurasian Golden Oriole,Oriolus oriolus,,,,,Passeriformes,Oriolidae (Old World Orioles),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,
Indian Golden Oriole,Indian Golden Oriole,Oriolus kundoo,Low,Trend Inconclusive,Stable,Large,Passeriformes,Oriolidae (Old World Orioles),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-naped Oriole,Black-naped Oriole,Oriolus chinensis,Low,Stable,Stable,Large,Passeriformes,Oriolidae (Old World Orioles),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Slender-billed Oriole,Slender-billed Oriole,Oriolus tenuirostris,High,Insufficient Data,Insufficient Data,Very Restricted,Passeriformes,Oriolidae (Old World Orioles),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black-hooded Oriole,Black-hooded Oriole,Oriolus xanthornus,Low,Stable,Stable,Large,Passeriformes,Oriolidae (Old World Orioles),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Maroon Oriole,Maroon Oriole,Oriolus traillii,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,Oriolidae (Old World Orioles),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Ashy Woodswallow,Ashy Woodswallow,Artamus fuscus,Low,Trend Inconclusive,Stable,Large,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
White-breasted Woodswallow,White-breasted Woodswallow,Artamus leucorynchus,,,,,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,,Appendix II,
Malabar Woodshrike,Malabar Woodshrike,Tephrodornis sylvicola,Moderate,Decline,Stable,Moderate,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Large Woodshrike,Large Woodshrike,Tephrodornis virgatus,Moderate,Decline,Trend Inconclusive,Moderate,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Common Woodshrike,Common Woodshrike,Tephrodornis pondicerianus,Moderate,Rapid Decline,Stable,Very Large,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Bar-winged Flycatcher-shrike,Bar-winged Flycatcher-shrike,Hemipus picatus,Low,Trend Inconclusive,Increase,Large,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
Common Iora,Common Iora,Aegithina tiphia,Low,Trend Inconclusive,Increase,Very Large,Passeriformes,Aegithinidae (Ioras),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
White-tailed Iora,White-tailed Iora,Aegithina nigrolutea,Moderate,Insufficient Data,Insufficient Data,Moderate,Passeriformes,Aegithinidae (Ioras),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
White-throated Fantail,White-throated Fantail,Rhipidura albicollis,Low,Increase,Stable,Large,Passeriformes,Rhipiduridae (Fantails),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Spot-breasted Fantail,Spot-breasted Fantail,Rhipidura albogularis,Low,Rapid Increase,Trend Inconclusive,Large,Passeriformes,Rhipiduridae (Fantails),Invertebrate,Mainland India,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,
White-browed Fantail,White-browed Fantail,Rhipidura aureola,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Rhipiduridae (Fantails),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Black Drongo,Black Drongo,Dicrurus macrocercus,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,Dicruridae (Drongos),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Ashy Drongo,Ashy Drongo,Dicrurus leucophaeus,Low,Stable,Stable,Very Large,Passeriformes,Dicruridae (Drongos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
White-bellied Drongo,White-bellied Drongo,Dicrurus caerulescens,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Dicruridae (Drongos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Crow-billed Drongo,Crow-billed Drongo,Dicrurus annectens,,,,,Passeriformes,Dicruridae (Drongos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Bronzed Drongo,Bronzed Drongo,Dicrurus aeneus,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Dicruridae (Drongos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Lesser Racket-tailed Drongo,Lesser Racket-tailed Drongo,Dicrurus remifer,Moderate,Stable,Decline,Moderate,Passeriformes,Dicruridae (Drongos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Hair-crested Drongo,Hair-crested Drongo,Dicrurus hottentottus,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Dicruridae (Drongos),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Andaman Drongo,Andaman Drongo,Dicrurus andamanensis,High,Insufficient Data,Rapid Decline,Restricted,Passeriformes,Dicruridae (Drongos),Invertebrate,Andaman Islands,FALSE,FALSE,FALSE,Forest,Resident,TRUE,Least Concern,Schedule-II,,,
Greater Racket-tailed Drongo,Greater Racket-tailed Drongo,Dicrurus paradiseus,Low,Trend Inconclusive,Trend Inconclusive,Large,Passeriformes,Dicruridae (Drongos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Black-naped Monarch,Black-naped Monarch,Hypothymis azurea,Low,Trend Inconclusive,Stable,Large,Passeriformes,Monarchidae (Monarch Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Amur Paradise-Flycatcher,Amur Paradise-Flycatcher,Terpsiphone incei,,,,,Passeriformes,Monarchidae (Monarch Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Blyth's Paradise-Flycatcher,Blyth's Paradise-Flycatcher,Terpsiphone affinis,,,,,Passeriformes,Monarchidae (Monarch Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Indian Paradise-Flycatcher,Indian Paradise-Flycatcher,Terpsiphone paradisi,Low,Trend Inconclusive,Stable,Large,Passeriformes,Monarchidae (Monarch Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Red-backed Shrike,Red-backed Shrike,Lanius collurio,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Passage Migrant,FALSE,Least Concern,Schedule-II,,,
Red-tailed Shrike,Red-tailed Shrike,Lanius phoenicuroides,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Passage Migrant,FALSE,Least Concern,Schedule-II,,,
Isabelline Shrike,Isabelline Shrike,Lanius isabellinus,High,Decline,Rapid Decline,Large,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Brown Shrike,Brown Shrike,Lanius cristatus,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Burmese Shrike,Burmese Shrike,Lanius collurioides,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Bay-backed Shrike,Bay-backed Shrike,Lanius vittatus,Low,Decline,Stable,Very Large,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Long-tailed Shrike,Long-tailed Shrike,Lanius schach,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
Gray-backed Shrike,Gray-backed Shrike,Lanius tephronotus,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Great Gray Shrike,Great Gray Shrike,Lanius excubitor,High,Rapid Decline,Decline,Large,Passeriformes,Laniidae (Shrikes),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Lesser Gray Shrike,Lesser Gray Shrike,Lanius minor,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Uncertain,FALSE,Least Concern,Schedule-II,,,
Masked Shrike,Masked Shrike,Lanius nubicus,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,
Woodchat Shrike,Woodchat Shrike,Lanius senator,,,,,Passeriformes,Laniidae (Shrikes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Near Threatened,Schedule-II,,,
Eurasian Jay,Eurasian Jay,Garrulus glandarius,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Black-headed Jay,Black-headed Jay,Garrulus lanceolatus,Moderate,Decline,Stable,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Western Himalayas,FALSE,FALSE,TRUE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-billed Blue-Magpie,Yellow-billed Blue-Magpie,Urocissa flavirostris,Low,Increase,Trend Inconclusive,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Red-billed Blue-Magpie,Red-billed Blue-Magpie,Urocissa erythroryncha,Low,Stable,Stable,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Common Green-Magpie,Common Green-Magpie,Cissa chinensis,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Rufous Treepie,Rufous Treepie,Dendrocitta vagabunda,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Gray Treepie,Gray Treepie,Dendrocitta formosae,Low,Increase,Increase,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
White-bellied Treepie,White-bellied Treepie,Dendrocitta leucogastra,Moderate,Decline,Trend Inconclusive,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Collared Treepie,Collared Treepie,Dendrocitta frontalis,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Andaman Treepie,Andaman Treepie,Dendrocitta bayleii,High,Insufficient Data,Trend Inconclusive,Restricted,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Andaman Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Vulnerable,Schedule-I,,,
Black-rumped Magpie,Black-rumped Magpie,Pica bottanensis,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Uncertain,FALSE,Least Concern,Schedule-II,,,
Eurasian Magpie,Eurasian Magpie,Pica pica,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Eurasian Nutcracker,Eurasian Nutcracker,Nucifraga caryocatactes,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Kashmir Nutcracker,Kashmir Nutcracker,Nucifraga multipunctata,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Plant & Seed,Western Himalayas,FALSE,FALSE,TRUE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Red-billed Chough,Red-billed Chough,Pyrrhocorax pyrrhocorax,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-billed Chough,Yellow-billed Chough,Pyrrhocorax graculus,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Eurasian Jackdaw,Eurasian Jackdaw,Corvus monedula,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
House Crow,House Crow,Corvus splendens,Low,Trend Inconclusive,Trend Inconclusive,Very Large,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Not protected,,,
Rook,Rook,Corvus frugilegus,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Carrion Crow,Carrion Crow,Corvus corone,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Hooded Crow,Hooded Crow,Corvus cornix,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,
Large-billed Crow,Large-billed Crow,Corvus macrorhynchos,Low,Trend Inconclusive,Stable,Very Large,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Pied Crow,Pied Crow,Corvus albus,,,,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,
Common Raven,Common Raven,Corvus corax,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-bellied Fairy-Fantail,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Moderate,Decline,Trend Inconclusive,Moderate,Passeriformes,Stenostiridae (Fairy Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Gray-headed Canary-Flycatcher,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,Moderate,Decline,Trend Inconclusive,Large,Passeriformes,Stenostiridae (Fairy Flycatchers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Fire-capped Tit,Fire-capped Tit,Cephalopyrus flammiceps,,,,,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Local Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-browed Tit,Yellow-browed Tit,Sylviparus modestus,Moderate,Decline,Trend Inconclusive,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Sultan Tit,Sultan Tit,Melanochlora sultanea,Low,Insufficient Data,Stable,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Coal Tit,Coal Tit,Periparus ater,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Rufous-naped Tit,Rufous-naped Tit,Periparus rufonuchalis,Low,Insufficient Data,Insufficient Data,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Rufous-vented Tit,Rufous-vented Tit,Periparus rubidiventris,High,Insufficient Data,Rapid Decline,Restricted,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Gray-crested Tit,Gray-crested Tit,Lophophanes dichrous,High,Insufficient Data,Decline,Restricted,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Azure Tit,Azure Tit,Cyanistes cyanus,,,,,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,
Ground Tit,Ground Tit,Pseudopodoces humilis,,,,,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Green-backed Tit,Green-backed Tit,Parus monticolus,Low,Stable,Stable,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Cinereous Tit,Cinereous Tit,Parus cinereus,Low,Stable,Stable,Very Large,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
White-naped Tit,White-naped Tit,Machlolophus nuchalis,Moderate,Insufficient Data,Insufficient Data,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Mainland India,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Vulnerable,Schedule-I,,,
Himalayan Black-lored Tit,Himalayan Black-lored Tit,Machlolophus xanthogenys,Low,Trend Inconclusive,Stable,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Indian Yellow Tit,Indian Yellow Tit,Machlolophus aplonotus,Low,Decline,Stable,Large,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Mainland India,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Not Recognised,Schedule-II,,,
Yellow-cheeked Tit,Yellow-cheeked Tit,Machlolophus spilonotus,Low,Insufficient Data,Trend Inconclusive,Moderate,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
White-crowned Penduline-Tit,White-crowned Penduline-Tit,Remiz coronatus,,,,,Passeriformes,Remizidae (Penduline-Tits),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Greater Hoopoe-Lark,Greater Hoopoe-Lark,Alaemon alaudipes,,,,,Passeriformes,Alaudidae (Larks),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Least Concern,Schedule-II,,,
Rufous-tailed Lark,Rufous-tailed Lark,Ammomanes phoenicura,High,Rapid Decline,Rapid Decline,Very Large,Passeriformes,Alaudidae (Larks),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Desert Lark,Desert Lark,Ammomanes deserti,,,,,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Least Concern,Schedule-II,,,
Black-crowned Sparrow-Lark,Black-crowned Sparrow-Lark,Eremopterix nigriceps,,,,,Passeriformes,Alaudidae (Larks),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Least Concern,Schedule-II,,,
Ashy-crowned Sparrow-Lark,Ashy-crowned Sparrow-Lark,Eremopterix griseus,Moderate,Decline,Trend Inconclusive,Very Large,Passeriformes,Alaudidae (Larks),Plant & Seed,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Singing Bushlark,Horsfield's Bushlark,Mirafra javanica,Moderate,Insufficient Data,Insufficient Data,Restricted,Passeriformes,Alaudidae (Larks),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
